AttractionId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionTypeName
2544,6050,901,History Museum - Sarvar,"Main Street, Sarvar, Hungary",Museum
2545,6050,905,National Park - Sarvar,"Main Street, Sarvar, Hungary",Park
2546,6045,903,Flea Market - Miskolc,"Main Street, Miskolc, Hungary",Market
2547,6045,902,Sacred Shrine - Miskolc,"Main Street, Miskolc, Hungary",Temple
2548,6045,905,Eco Park - Miskolc,"Main Street, Miskolc, Hungary",Park
2549,6045,901,History Museum - Miskolc,"Main Street, Miskolc, Hungary",Museum
2550,6059,901,Art Gallery - Dreilini,"Main Street, Dreilini, Latvia",Museum
2551,6059,903,Farmers' Market - Dreilini,"Main Street, Dreilini, Latvia",Market
2552,6059,904,Paradise Beach - Dreilini,"Main Street, Dreilini, Latvia",Beach
2553,6059,905,National Park - Dreilini,"Main Street, Dreilini, Latvia",Park
2554,6060,904,Golden Sand Beach - Jelgava,"Main Street, Jelgava, Latvia",Beach
2555,6060,902,Cathedral - Jelgava,"Main Street, Jelgava, Latvia",Temple
2556,6060,905,Botanical Garden - Jelgava,"Main Street, Jelgava, Latvia",Park
2557,6060,905,Botanical Garden - Jelgava,"Main Street, Jelgava, Latvia",Park
2558,6064,905,Wildlife Reserve - Ventspils,"Main Street, Ventspils, Latvia",Park
2559,6064,905,National Park - Ventspils,"Main Street, Ventspils, Latvia",Park
2560,6064,901,History Museum - Ventspils,"Main Street, Ventspils, Latvia",Museum
2561,6064,905,Wildlife Reserve - Ventspils,"Main Street, Ventspils, Latvia",Park
2562,6073,905,National Park - Vilnius,"Main Street, Vilnius, Lithuania",Park
2563,6073,905,National Park - Vilnius,"Main Street, Vilnius, Lithuania",Park
2564,6073,904,Golden Sand Beach - Vilnius,"Main Street, Vilnius, Lithuania",Beach
2565,6073,902,Ancient Temple - Vilnius,"Main Street, Vilnius, Lithuania",Temple
2566,6066,905,Eco Park - Gargzdai,"Main Street, Gargzdai, Lithuania",Park
2567,6066,901,Cultural Heritage Center - Gargzdai,"Main Street, Gargzdai, Lithuania",Museum
2568,6066,903,Farmers' Market - Gargzdai,"Main Street, Gargzdai, Lithuania",Market
2569,6066,905,Eco Park - Gargzdai,"Main Street, Gargzdai, Lithuania",Park
2570,6070,903,Night Market - Klaipeda,"Main Street, Klaipeda, Lithuania",Market
2571,6070,903,Local Bazaar - Klaipeda,"Main Street, Klaipeda, Lithuania",Market
2572,6070,902,Sacred Shrine - Klaipeda,"Main Street, Klaipeda, Lithuania",Temple
2573,6070,902,Cathedral - Klaipeda,"Main Street, Klaipeda, Lithuania",Temple
2574,6076,905,Botanical Garden - Kehlen,"Main Street, Kehlen, Luxembourg",Park
2575,6076,901,History Museum - Kehlen,"Main Street, Kehlen, Luxembourg",Museum
2576,6076,901,History Museum - Kehlen,"Main Street, Kehlen, Luxembourg",Museum
2577,6076,904,Golden Sand Beach - Kehlen,"Main Street, Kehlen, Luxembourg",Beach
2578,6080,903,Farmers' Market - Luxembourg District,"Main Street, Luxembourg District, Luxembourg",Market
2579,6080,904,Sunset Cove - Luxembourg District,"Main Street, Luxembourg District, Luxembourg",Beach
2580,6080,903,Farmers' Market - Luxembourg District,"Main Street, Luxembourg District, Luxembourg",Market
2581,6080,903,Local Bazaar - Luxembourg District,"Main Street, Luxembourg District, Luxembourg",Market
2582,6075,905,Eco Park - Kayl,"Main Street, Kayl, Luxembourg",Park
2583,6075,901,Cultural Heritage Center - Kayl,"Main Street, Kayl, Luxembourg",Museum
2584,6075,905,National Park - Kayl,"Main Street, Kayl, Luxembourg",Park
2585,6075,902,Grand Mosque - Kayl,"Main Street, Kayl, Luxembourg",Temple
2586,6102,902,Ancient Temple - Olsztyn,"Main Street, Olsztyn, Poland",Temple
2587,6102,901,Science Museum - Olsztyn,"Main Street, Olsztyn, Poland",Museum
2588,6102,901,Science Museum - Olsztyn,"Main Street, Olsztyn, Poland",Museum
2589,6102,905,Botanical Garden - Olsztyn,"Main Street, Olsztyn, Poland",Park
2590,6099,904,Golden Sand Beach - Lodz,"Main Street, Lodz, Poland",Beach
2591,6099,902,Cathedral - Lodz,"Main Street, Lodz, Poland",Temple
2592,6099,903,Flea Market - Lodz,"Main Street, Lodz, Poland",Market
2593,6099,902,Sacred Shrine - Lodz,"Main Street, Lodz, Poland",Temple
2594,6098,905,Botanical Garden - Krakow,"Main Street, Krakow, Poland",Park
2595,6098,903,Local Bazaar - Krakow,"Main Street, Krakow, Poland",Market
2596,6098,903,Local Bazaar - Krakow,"Main Street, Krakow, Poland",Market
2597,6098,902,Cathedral - Krakow,"Main Street, Krakow, Poland",Temple
2598,6154,905,Wildlife Reserve - Targu Mures,"Main Street, Targu Mures, Romania",Park
2599,6154,904,Paradise Beach - Targu Mures,"Main Street, Targu Mures, Romania",Beach
2600,6154,905,Botanical Garden - Targu Mures,"Main Street, Targu Mures, Romania",Park
2601,6154,905,Wildlife Reserve - Targu Mures,"Main Street, Targu Mures, Romania",Park
2602,6138,905,Wildlife Reserve - Ghimbav,"Main Street, Ghimbav, Romania",Park
2603,6138,902,Ancient Temple - Ghimbav,"Main Street, Ghimbav, Romania",Temple
2604,6138,905,National Park - Ghimbav,"Main Street, Ghimbav, Romania",Park
2605,6138,904,Golden Sand Beach - Ghimbav,"Main Street, Ghimbav, Romania",Beach
2606,6149,903,Night Market - Romania,"Main Street, Romania, Romania",Market
2607,6149,903,Flea Market - Romania,"Main Street, Romania, Romania",Market
2608,6149,905,National Park - Romania,"Main Street, Romania, Romania",Park
2609,6149,904,Crystal Bay - Romania,"Main Street, Romania, Romania",Beach
2610,6156,904,Crystal Bay - Belgrade,"Main Street, Belgrade, Serbia",Beach
2611,6156,901,Science Museum - Belgrade,"Main Street, Belgrade, Serbia",Museum
2612,6156,903,Farmers' Market - Belgrade,"Main Street, Belgrade, Serbia",Market
2613,6156,901,Science Museum - Belgrade,"Main Street, Belgrade, Serbia",Museum
2614,6157,905,National Park - Kragujevac,"Main Street, Kragujevac, Serbia",Park
2615,6157,903,Night Market - Kragujevac,"Main Street, Kragujevac, Serbia",Market
2616,6157,903,Local Bazaar - Kragujevac,"Main Street, Kragujevac, Serbia",Market
2617,6157,901,Cultural Heritage Center - Kragujevac,"Main Street, Kragujevac, Serbia",Museum
2618,6161,902,Sacred Shrine - Serbia,"Main Street, Serbia, Serbia",Temple
2619,6161,905,Botanical Garden - Serbia,"Main Street, Serbia, Serbia",Park
2620,6161,904,Golden Sand Beach - Serbia,"Main Street, Serbia, Serbia",Beach
2621,6161,903,Farmers' Market - Serbia,"Main Street, Serbia, Serbia",Market
2622,6163,905,Eco Park - Bratislava,"Main Street, Bratislava, Slovakia",Park
2623,6163,901,Art Gallery - Bratislava,"Main Street, Bratislava, Slovakia",Museum
2624,6163,901,Science Museum - Bratislava,"Main Street, Bratislava, Slovakia",Museum
2625,6163,905,Eco Park - Bratislava,"Main Street, Bratislava, Slovakia",Park
2626,6168,904,Sunset Cove - Limbach,"Main Street, Limbach, Slovakia",Beach
2627,6168,903,Local Bazaar - Limbach,"Main Street, Limbach, Slovakia",Market
2628,6168,904,Sunset Cove - Limbach,"Main Street, Limbach, Slovakia",Beach
2629,6168,902,Grand Mosque - Limbach,"Main Street, Limbach, Slovakia",Temple
2630,6174,902,Ancient Temple - Senec,"Main Street, Senec, Slovakia",Temple
2631,6174,905,Botanical Garden - Senec,"Main Street, Senec, Slovakia",Park
2632,6174,903,Night Market - Senec,"Main Street, Senec, Slovakia",Market
2633,6174,905,Botanical Garden - Senec,"Main Street, Senec, Slovakia",Park
2634,6197,901,Science Museum - Prebold,"Main Street, Prebold, Slovenia",Museum
2635,6197,905,Botanical Garden - Prebold,"Main Street, Prebold, Slovenia",Park
2636,6197,901,History Museum - Prebold,"Main Street, Prebold, Slovenia",Museum
2637,6197,901,Art Gallery - Prebold,"Main Street, Prebold, Slovenia",Museum
2638,6191,904,Golden Sand Beach - Logatec,"Main Street, Logatec, Slovenia",Beach
2639,6191,904,Crystal Bay - Logatec,"Main Street, Logatec, Slovenia",Beach
2640,6191,904,Golden Sand Beach - Logatec,"Main Street, Logatec, Slovenia",Beach
2641,6191,901,Art Gallery - Logatec,"Main Street, Logatec, Slovenia",Museum
2642,6182,904,Golden Sand Beach - Branik,"Main Street, Branik, Slovenia",Beach
2643,6182,905,Eco Park - Branik,"Main Street, Branik, Slovenia",Park
2644,6182,903,Flea Market - Branik,"Main Street, Branik, Slovenia",Market
2645,6182,901,Cultural Heritage Center - Branik,"Main Street, Branik, Slovenia",Museum
2646,6223,904,Golden Sand Beach - Canton of Basel,"Main Street, Canton of Basel, Switzerland",Beach
2647,6223,902,Cathedral - Canton of Basel,"Main Street, Canton of Basel, Switzerland",Temple
2648,6223,901,Art Gallery - Canton of Basel,"Main Street, Canton of Basel, Switzerland",Museum
2649,6223,903,Flea Market - Canton of Basel,"Main Street, Canton of Basel, Switzerland",Market
2650,6250,903,Farmers' Market - Klosters,"Main Street, Klosters, Switzerland",Market
2651,6250,903,Local Bazaar - Klosters,"Main Street, Klosters, Switzerland",Market
2652,6250,901,Cultural Heritage Center - Klosters,"Main Street, Klosters, Switzerland",Museum
2653,6250,902,Grand Mosque - Klosters,"Main Street, Klosters, Switzerland",Temple
2654,6252,904,Sunset Cove - Langenthal,"Main Street, Langenthal, Switzerland",Beach
2655,6252,904,Paradise Beach - Langenthal,"Main Street, Langenthal, Switzerland",Beach
2656,6252,902,Ancient Temple - Langenthal,"Main Street, Langenthal, Switzerland",Temple
2657,6252,903,Farmers' Market - Langenthal,"Main Street, Langenthal, Switzerland",Market
2658,6329,903,Flea Market - Baku,"Main Street, Baku, Azerbaijan",Market
2659,6329,901,Art Gallery - Baku,"Main Street, Baku, Azerbaijan",Museum
2660,6329,901,History Museum - Baku,"Main Street, Baku, Azerbaijan",Museum
2661,6329,905,National Park - Baku,"Main Street, Baku, Azerbaijan",Park
2662,6328,905,Botanical Garden - Azerbaijan,"Main Street, Azerbaijan, Azerbaijan",Park
2663,6328,905,National Park - Azerbaijan,"Main Street, Azerbaijan, Azerbaijan",Park
2664,6328,902,Sacred Shrine - Azerbaijan,"Main Street, Azerbaijan, Azerbaijan",Temple
2665,6328,903,Local Bazaar - Azerbaijan,"Main Street, Azerbaijan, Azerbaijan",Market
2666,6331,903,Flea Market - Minsk Region,"Main Street, Minsk Region, Belarus",Market
2667,6331,905,Wildlife Reserve - Minsk Region,"Main Street, Minsk Region, Belarus",Park
2668,6331,905,National Park - Minsk Region,"Main Street, Minsk Region, Belarus",Park
2669,6331,902,Ancient Temple - Minsk Region,"Main Street, Minsk Region, Belarus",Temple
2670,6330,902,Ancient Temple - Minsk,"Main Street, Minsk, Belarus",Temple
2671,6330,903,Farmers' Market - Minsk,"Main Street, Minsk, Belarus",Market
2672,6330,905,Eco Park - Minsk,"Main Street, Minsk, Belarus",Park
2673,6330,904,Sunset Cove - Minsk,"Main Street, Minsk, Belarus",Beach
2674,6341,905,National Park - Duluth,"Main Street, Duluth, Georgia",Park
2675,6341,902,Cathedral - Duluth,"Main Street, Duluth, Georgia",Temple
2676,6341,905,Eco Park - Duluth,"Main Street, Duluth, Georgia",Park
2677,6341,904,Golden Sand Beach - Duluth,"Main Street, Duluth, Georgia",Beach
2678,6357,902,Ancient Temple - Tbilisi,"Main Street, Tbilisi, Georgia",Temple
2679,6357,903,Night Market - Tbilisi,"Main Street, Tbilisi, Georgia",Market
2680,6357,903,Local Bazaar - Tbilisi,"Main Street, Tbilisi, Georgia",Market
2681,6357,901,History Museum - Tbilisi,"Main Street, Tbilisi, Georgia",Museum
2682,6340,903,Flea Market - Decatur,"Main Street, Decatur, Georgia",Market
2683,6340,903,Local Bazaar - Decatur,"Main Street, Decatur, Georgia",Market
2684,6340,903,Flea Market - Decatur,"Main Street, Decatur, Georgia",Market
2685,6340,901,Cultural Heritage Center - Decatur,"Main Street, Decatur, Georgia",Museum
2686,6385,905,Wildlife Reserve - Novosibirsk,"Main Street, Novosibirsk, Russia",Park
2687,6385,903,Night Market - Novosibirsk,"Main Street, Novosibirsk, Russia",Market
2688,6385,902,Cathedral - Novosibirsk,"Main Street, Novosibirsk, Russia",Temple
2689,6385,902,Grand Mosque - Novosibirsk,"Main Street, Novosibirsk, Russia",Temple
2690,6373,901,Science Museum - Khabarovsk,"Main Street, Khabarovsk, Russia",Museum
2691,6373,903,Night Market - Khabarovsk,"Main Street, Khabarovsk, Russia",Market
2692,6373,904,Golden Sand Beach - Khabarovsk,"Main Street, Khabarovsk, Russia",Beach
2693,6373,905,Botanical Garden - Khabarovsk,"Main Street, Khabarovsk, Russia",Park
2694,6368,903,Night Market - Goryachy Klyuch,"Main Street, Goryachy Klyuch, Russia",Market
2695,6368,901,Cultural Heritage Center - Goryachy Klyuch,"Main Street, Goryachy Klyuch, Russia",Museum
2696,6368,901,Cultural Heritage Center - Goryachy Klyuch,"Main Street, Goryachy Klyuch, Russia",Museum
2697,6368,901,Cultural Heritage Center - Goryachy Klyuch,"Main Street, Goryachy Klyuch, Russia",Museum
2698,6412,904,Crystal Bay - Ukraine,"Main Street, Ukraine, Ukraine",Beach
2699,6412,904,Crystal Bay - Ukraine,"Main Street, Ukraine, Ukraine",Beach
2700,6412,904,Paradise Beach - Ukraine,"Main Street, Ukraine, Ukraine",Beach
2701,6412,903,Local Bazaar - Ukraine,"Main Street, Ukraine, Ukraine",Market
2702,6411,905,National Park - Rivne,"Main Street, Rivne, Ukraine",Park
2703,6411,901,Art Gallery - Rivne,"Main Street, Rivne, Ukraine",Museum
2704,6411,901,History Museum - Rivne,"Main Street, Rivne, Ukraine",Museum
2705,6411,904,Sunset Cove - Rivne,"Main Street, Rivne, Ukraine",Beach
2706,6402,902,Cathedral - Dnipro,"Main Street, Dnipro, Ukraine",Temple
2707,6402,905,Wildlife Reserve - Dnipro,"Main Street, Dnipro, Ukraine",Park
2708,6402,905,Botanical Garden - Dnipro,"Main Street, Dnipro, Ukraine",Park
2709,6402,901,Art Gallery - Dnipro,"Main Street, Dnipro, Ukraine",Museum
2710,6454,902,Grand Mosque - Horsens,"Main Street, Horsens, Denmark",Temple
2711,6454,901,Art Gallery - Horsens,"Main Street, Horsens, Denmark",Museum
2712,6454,905,Wildlife Reserve - Horsens,"Main Street, Horsens, Denmark",Park
2713,6454,905,Wildlife Reserve - Horsens,"Main Street, Horsens, Denmark",Park
2714,6436,903,Local Bazaar - Frederikssund,"Main Street, Frederikssund, Denmark",Market
2715,6436,903,Local Bazaar - Frederikssund,"Main Street, Frederikssund, Denmark",Market
2716,6436,904,Golden Sand Beach - Frederikssund,"Main Street, Frederikssund, Denmark",Beach
2717,6436,903,Flea Market - Frederikssund,"Main Street, Frederikssund, Denmark",Market
2718,6469,903,Flea Market - Middelfart,"Main Street, Middelfart, Denmark",Market
2719,6469,905,Wildlife Reserve - Middelfart,"Main Street, Middelfart, Denmark",Park
2720,6469,905,Botanical Garden - Middelfart,"Main Street, Middelfart, Denmark",Park
2721,6469,901,History Museum - Middelfart,"Main Street, Middelfart, Denmark",Museum
2722,6532,901,Cultural Heritage Center - Nokia,"Main Street, Nokia, Finland",Museum
2723,6532,903,Flea Market - Nokia,"Main Street, Nokia, Finland",Market
2724,6532,905,National Park - Nokia,"Main Street, Nokia, Finland",Park
2725,6532,904,Sunset Cove - Nokia,"Main Street, Nokia, Finland",Beach
2726,6521,901,Art Gallery - Kuopio,"Main Street, Kuopio, Finland",Museum
2727,6521,901,Cultural Heritage Center - Kuopio,"Main Street, Kuopio, Finland",Museum
2728,6521,905,National Park - Kuopio,"Main Street, Kuopio, Finland",Park
2729,6521,902,Sacred Shrine - Kuopio,"Main Street, Kuopio, Finland",Temple
2730,6516,903,Farmers' Market - Juuma,"Main Street, Juuma, Finland",Market
2731,6516,902,Cathedral - Juuma,"Main Street, Juuma, Finland",Temple
2732,6516,904,Sunset Cove - Juuma,"Main Street, Juuma, Finland",Beach
2733,6516,905,Wildlife Reserve - Juuma,"Main Street, Juuma, Finland",Park
2734,6560,902,Cathedral - Seltjarnarnes,"Main Street, Seltjarnarnes, Iceland",Temple
2735,6560,901,History Museum - Seltjarnarnes,"Main Street, Seltjarnarnes, Iceland",Museum
2736,6560,903,Flea Market - Seltjarnarnes,"Main Street, Seltjarnarnes, Iceland",Market
2737,6560,904,Golden Sand Beach - Seltjarnarnes,"Main Street, Seltjarnarnes, Iceland",Beach
2738,6558,905,National Park - ReykjavÃ­k,"Main Street, ReykjavÃ­k, Iceland",Park
2739,6558,903,Night Market - ReykjavÃ­k,"Main Street, ReykjavÃ­k, Iceland",Market
2740,6558,904,Crystal Bay - ReykjavÃ­k,"Main Street, ReykjavÃ­k, Iceland",Beach
2741,6558,901,Art Gallery - ReykjavÃ­k,"Main Street, ReykjavÃ­k, Iceland",Museum
2742,6549,901,Science Museum - Akranes,"Main Street, Akranes, Iceland",Museum
2743,6549,903,Night Market - Akranes,"Main Street, Akranes, Iceland",Market
2744,6549,905,Eco Park - Akranes,"Main Street, Akranes, Iceland",Park
2745,6549,905,Botanical Garden - Akranes,"Main Street, Akranes, Iceland",Park
2746,6566,905,National Park - Bekkjarvik,"Main Street, Bekkjarvik, Norway",Park
2747,6566,904,Crystal Bay - Bekkjarvik,"Main Street, Bekkjarvik, Norway",Beach
2748,6566,905,Eco Park - Bekkjarvik,"Main Street, Bekkjarvik, Norway",Park
2749,6566,901,Art Gallery - Bekkjarvik,"Main Street, Bekkjarvik, Norway",Museum
2750,6597,902,Ancient Temple - Longyearbyen,"Main Street, Longyearbyen, Norway",Temple
2751,6597,904,Paradise Beach - Longyearbyen,"Main Street, Longyearbyen, Norway",Beach
2752,6597,904,Paradise Beach - Longyearbyen,"Main Street, Longyearbyen, Norway",Beach
2753,6597,903,Farmers' Market - Longyearbyen,"Main Street, Longyearbyen, Norway",Market
2754,6572,901,Art Gallery - Eidsvoll,"Main Street, Eidsvoll, Norway",Museum
2755,6572,905,National Park - Eidsvoll,"Main Street, Eidsvoll, Norway",Park
2756,6572,904,Golden Sand Beach - Eidsvoll,"Main Street, Eidsvoll, Norway",Beach
2757,6572,903,Flea Market - Eidsvoll,"Main Street, Eidsvoll, Norway",Market
2758,6711,904,Crystal Bay - Tyreso,"Main Street, Tyreso, Sweden",Beach
2759,6711,905,National Park - Tyreso,"Main Street, Tyreso, Sweden",Park
2760,6711,905,Botanical Garden - Tyreso,"Main Street, Tyreso, Sweden",Park
2761,6711,901,Cultural Heritage Center - Tyreso,"Main Street, Tyreso, Sweden",Museum
2762,6638,904,Golden Sand Beach - Akersberga,"Main Street, Akersberga, Sweden",Beach
2763,6638,905,Wildlife Reserve - Akersberga,"Main Street, Akersberga, Sweden",Park
2764,6638,901,Cultural Heritage Center - Akersberga,"Main Street, Akersberga, Sweden",Museum
2765,6638,905,National Park - Akersberga,"Main Street, Akersberga, Sweden",Park
2766,6696,903,Flea Market - Sollentuna,"Main Street, Sollentuna, Sweden",Market
2767,6696,903,Flea Market - Sollentuna,"Main Street, Sollentuna, Sweden",Market
2768,6696,903,Night Market - Sollentuna,"Main Street, Sollentuna, Sweden",Market
2769,6696,902,Ancient Temple - Sollentuna,"Main Street, Sollentuna, Sweden",Temple
2770,6723,901,History Museum - Durres,"Main Street, Durres, Albania",Museum
2771,6723,903,Night Market - Durres,"Main Street, Durres, Albania",Market
2772,6723,901,Cultural Heritage Center - Durres,"Main Street, Durres, Albania",Museum
2773,6723,901,Art Gallery - Durres,"Main Street, Durres, Albania",Museum
2774,6725,904,Golden Sand Beach - Tirana,"Main Street, Tirana, Albania",Beach
2775,6725,901,Cultural Heritage Center - Tirana,"Main Street, Tirana, Albania",Museum
2776,6725,904,Sunset Cove - Tirana,"Main Street, Tirana, Albania",Beach
2777,6725,901,History Museum - Tirana,"Main Street, Tirana, Albania",Museum
2778,6722,903,Local Bazaar - Albany,"Main Street, Albany, Albania",Market
2779,6722,905,Wildlife Reserve - Albany,"Main Street, Albany, Albania",Park
2780,6722,903,Local Bazaar - Albany,"Main Street, Albany, Albania",Market
2781,6722,905,National Park - Albany,"Main Street, Albany, Albania",Park
2782,6726,901,Science Museum - Banja Luka,"Main Street, Banja Luka, Bosnia and Herzegovina",Museum
2783,6726,901,Art Gallery - Banja Luka,"Main Street, Banja Luka, Bosnia and Herzegovina",Museum
2784,6726,902,Grand Mosque - Banja Luka,"Main Street, Banja Luka, Bosnia and Herzegovina",Temple
2785,6726,902,Ancient Temple - Banja Luka,"Main Street, Banja Luka, Bosnia and Herzegovina",Temple
2786,6727,905,Wildlife Reserve - Gradacac,"Main Street, Gradacac, Bosnia and Herzegovina",Park
2787,6727,902,Sacred Shrine - Gradacac,"Main Street, Gradacac, Bosnia and Herzegovina",Temple
2788,6727,903,Flea Market - Gradacac,"Main Street, Gradacac, Bosnia and Herzegovina",Market
2789,6727,904,Sunset Cove - Gradacac,"Main Street, Gradacac, Bosnia and Herzegovina",Beach
2790,6731,904,Crystal Bay - Visoko,"Main Street, Visoko, Bosnia and Herzegovina",Beach
2791,6731,902,Grand Mosque - Visoko,"Main Street, Visoko, Bosnia and Herzegovina",Temple
2792,6731,903,Local Bazaar - Visoko,"Main Street, Visoko, Bosnia and Herzegovina",Market
2793,6731,905,Eco Park - Visoko,"Main Street, Visoko, Bosnia and Herzegovina",Park
2794,6743,901,Science Museum - Varna,"Main Street, Varna, Bulgaria",Museum
2795,6743,903,Local Bazaar - Varna,"Main Street, Varna, Bulgaria",Market
2796,6743,901,Cultural Heritage Center - Varna,"Main Street, Varna, Bulgaria",Museum
2797,6743,903,Flea Market - Varna,"Main Street, Varna, Bulgaria",Market
2798,6741,901,History Museum - Sofia Region,"Main Street, Sofia Region, Bulgaria",Museum
2799,6741,901,Art Gallery - Sofia Region,"Main Street, Sofia Region, Bulgaria",Museum
2800,6741,901,History Museum - Sofia Region,"Main Street, Sofia Region, Bulgaria",Museum
2801,6741,901,Art Gallery - Sofia Region,"Main Street, Sofia Region, Bulgaria",Museum
2802,6732,901,Art Gallery - Bulgaria,"Main Street, Bulgaria, Bulgaria",Museum
2803,6732,904,Paradise Beach - Bulgaria,"Main Street, Bulgaria, Bulgaria",Beach
2804,6732,904,Crystal Bay - Bulgaria,"Main Street, Bulgaria, Bulgaria",Beach
2805,6732,903,Farmers' Market - Bulgaria,"Main Street, Bulgaria, Bulgaria",Market
2806,6772,905,National Park - Ouranoupolis,"Main Street, Ouranoupolis, Greece",Park
2807,6772,901,History Museum - Ouranoupolis,"Main Street, Ouranoupolis, Greece",Museum
2808,6772,904,Golden Sand Beach - Ouranoupolis,"Main Street, Ouranoupolis, Greece",Beach
2809,6772,903,Flea Market - Ouranoupolis,"Main Street, Ouranoupolis, Greece",Market
2810,6785,903,Farmers' Market - Syvota,"Main Street, Syvota, Greece",Market
2811,6785,904,Sunset Cove - Syvota,"Main Street, Syvota, Greece",Beach
2812,6785,905,Wildlife Reserve - Syvota,"Main Street, Syvota, Greece",Park
2813,6785,901,History Museum - Syvota,"Main Street, Syvota, Greece",Museum
2814,6771,901,Science Museum - Orestiada,"Main Street, Orestiada, Greece",Museum
2815,6771,901,History Museum - Orestiada,"Main Street, Orestiada, Greece",Museum
2816,6771,903,Night Market - Orestiada,"Main Street, Orestiada, Greece",Market
2817,6771,902,Sacred Shrine - Orestiada,"Main Street, Orestiada, Greece",Temple
2818,6889,905,Wildlife Reserve - Piano di Sorrento,"Main Street, Piano di Sorrento, Italy",Park
2819,6889,901,History Museum - Piano di Sorrento,"Main Street, Piano di Sorrento, Italy",Museum
2820,6889,905,Wildlife Reserve - Piano di Sorrento,"Main Street, Piano di Sorrento, Italy",Park
2821,6889,903,Night Market - Piano di Sorrento,"Main Street, Piano di Sorrento, Italy",Market
2822,6862,905,Botanical Garden - Marina di Carrara,"Main Street, Marina di Carrara, Italy",Park
2823,6862,902,Sacred Shrine - Marina di Carrara,"Main Street, Marina di Carrara, Italy",Temple
2824,6862,905,Botanical Garden - Marina di Carrara,"Main Street, Marina di Carrara, Italy",Park
2825,6862,901,Art Gallery - Marina di Carrara,"Main Street, Marina di Carrara, Italy",Museum
2826,6875,904,Sunset Cove - Monza,"Main Street, Monza, Italy",Beach
2827,6875,905,National Park - Monza,"Main Street, Monza, Italy",Park
2828,6875,905,Eco Park - Monza,"Main Street, Monza, Italy",Park
2829,6875,902,Sacred Shrine - Monza,"Main Street, Monza, Italy",Temple
2830,6964,905,Wildlife Reserve - Paola,"Main Street, Paola, Malta",Park
2831,6964,904,Paradise Beach - Paola,"Main Street, Paola, Malta",Beach
2832,6964,901,Science Museum - Paola,"Main Street, Paola, Malta",Museum
2833,6964,902,Cathedral - Paola,"Main Street, Paola, Malta",Temple
2834,6958,901,Cultural Heritage Center - Marsaxlokk,"Main Street, Marsaxlokk, Malta",Museum
2835,6958,901,Cultural Heritage Center - Marsaxlokk,"Main Street, Marsaxlokk, Malta",Museum
2836,6958,902,Sacred Shrine - Marsaxlokk,"Main Street, Marsaxlokk, Malta",Temple
2837,6958,904,Golden Sand Beach - Marsaxlokk,"Main Street, Marsaxlokk, Malta",Beach
2838,6949,902,Sacred Shrine - Attard,"Main Street, Attard, Malta",Temple
2839,6949,905,National Park - Attard,"Main Street, Attard, Malta",Park
2840,6949,904,Crystal Bay - Attard,"Main Street, Attard, Malta",Beach
2841,6949,901,History Museum - Attard,"Main Street, Attard, Malta",Museum
2842,6973,905,Wildlife Reserve - Moldova,"Main Street, Moldova, Moldova",Park
2843,6973,902,Sacred Shrine - Moldova,"Main Street, Moldova, Moldova",Temple
2844,6973,901,Cultural Heritage Center - Moldova,"Main Street, Moldova, Moldova",Museum
2845,6973,904,Paradise Beach - Moldova,"Main Street, Moldova, Moldova",Beach
2846,6972,903,Local Bazaar - Chisinau,"Main Street, Chisinau, Moldova",Market
2847,6972,903,Night Market - Chisinau,"Main Street, Chisinau, Moldova",Market
2848,6972,904,Paradise Beach - Chisinau,"Main Street, Chisinau, Moldova",Beach
2849,6972,903,Farmers' Market - Chisinau,"Main Street, Chisinau, Moldova",Market
2850,6975,902,Sacred Shrine - Tivat,"Main Street, Tivat, Montenegro",Temple
2851,6975,902,Cathedral - Tivat,"Main Street, Tivat, Montenegro",Temple
2852,6975,903,Farmers' Market - Tivat,"Main Street, Tivat, Montenegro",Market
2853,6975,901,Cultural Heritage Center - Tivat,"Main Street, Tivat, Montenegro",Museum
2854,6974,902,Ancient Temple - Montenegro,"Main Street, Montenegro, Montenegro",Temple
2855,6974,904,Paradise Beach - Montenegro,"Main Street, Montenegro, Montenegro",Beach
2856,6974,904,Golden Sand Beach - Montenegro,"Main Street, Montenegro, Montenegro",Beach
2857,6974,905,Botanical Garden - Montenegro,"Main Street, Montenegro, Montenegro",Park
2858,6976,901,Art Gallery - Albufeira,"Main Street, Albufeira, Portugal",Museum
2859,6976,902,Sacred Shrine - Albufeira,"Main Street, Albufeira, Portugal",Temple
2860,6976,905,Botanical Garden - Albufeira,"Main Street, Albufeira, Portugal",Park
2861,6976,904,Crystal Bay - Albufeira,"Main Street, Albufeira, Portugal",Beach
2862,6981,901,History Museum - Ansiao,"Main Street, Ansiao, Portugal",Museum
2863,6981,904,Crystal Bay - Ansiao,"Main Street, Ansiao, Portugal",Beach
2864,6981,904,Paradise Beach - Ansiao,"Main Street, Ansiao, Portugal",Beach
2865,6981,902,Ancient Temple - Ansiao,"Main Street, Ansiao, Portugal",Temple
2866,7006,902,Grand Mosque - Joao do Estoril,"Main Street, Joao do Estoril, Portugal",Temple
2867,7006,901,Cultural Heritage Center - Joao do Estoril,"Main Street, Joao do Estoril, Portugal",Museum
2868,7006,902,Ancient Temple - Joao do Estoril,"Main Street, Joao do Estoril, Portugal",Temple
